Input Sequence: [1069, 521, 1258, 555, 419], Output Word: 464
Input Sequence: [1258, 1357, 1304, 419, 893], Output Word: 640
Input Sequence: [1066, 1069, 170, 1438, 960], Output Word: 586
Input Sequence: [1069, 461, 1267, 88, 679], Output Word: 1431
Input Sequence: [88, 942, 80, 1339, 654], Output Word: 1135
Input Sequence: [131, 1195, 602, 654, 1048], Output Word: 666
Input Sequence: [258, 512, 1069, 88, 345], Output Word: 550
Input Sequence: [1333, 52, 948, 665, 1401], Output Word: 1059
Input Sequence: [1096, 1027, 724, 685, 1338], Output Word: 1170
Input Sequence: [461, 672, 948, 1080, 1367], Output Word: 885
Input Sequence: [1080, 1003, 1406, 88, 1379], Output Word: 1069
Input Sequence: [644, 1069, 419, 806, 1107], Output Word: 1003
Input Sequence: [1324, 1069, 948, 170, 1003], Output Word: 1406
Input Sequence: [726, 258, 88, 290, 1069], Output Word: 973
Input Sequence: [1489, 1318, 345, 1111, 1348], Output Word: 1135
Input Sequence: [1059, 88, 449, 1185, 654], Output Word: 1406
Input Sequence: [36, 1160, 1258, 272, 258], Output Word: 419
Input Sequence: [1279, 466, 721, 660, 88], Output Word: 154
Input Sequence: [233, 1069, 504, 721, 1176], Output Word: 1258
Input Sequence: [948, 907, 1476, 1003, 1406], Output Word: 88
Input Sequence: [898, 88, 1244, 1069, 88], Output Word: 701
Input Sequence: [88, 1013, 419, 1301, 1069], Output Word: 88
Input Sequence: [624, 258, 419, 1124, 419], Output Word: 1124
Input Sequence: [761, 88, 835, 88, 835], Output Word: 1096
Input Sequence: [1059, 88, 762, 550, 210], Output Word: 948
Input Sequence: [88, 1379, 1069, 948, 602], Output Word: 551
Input Sequence: [733, 610, 671, 733, 1429], Output Word: 1101
Input Sequence: [723, 585, 1496, 106, 948], Output Word: 20
Input Sequence: [1406, 88, 224, 1069, 948], Output Word: 1107
Input Sequence: [1265, 423, 948, 1107, 1096], Output Word: 1059
Input Sequence: [269, 52, 1238, 1135, 586], Output Word: 948
Input Sequence: [1453, 88, 390, 1069, 1363], Output Word: 726
Input Sequence: [1406, 88, 1352, 1069, 268], Output Word: 771
Input Sequence: [88, 1306, 770, 948, 1107], Output Word: 1513
Input Sequence: [419, 1017, 1096, 88, 1033], Output Word: 390
Input Sequence: [605, 726, 258, 88, 1089], Output Word: 169
Input Sequence: [1069, 461, 52, 726, 1401], Output Word: 302
Input Sequence: [1059, 88, 1062, 550, 1462], Output Word: 948
Input Sequence: [88, 1431, 1069, 948, 1107], Output Word: 721
Input Sequence: [375, 1269, 709, 419, 551], Output Word: 418
Input Sequence: [1406, 88, 361, 1069, 521], Output Word: 971
Input Sequence: [1390, 88, 309, 1069, 1155], Output Word: 1135
Input Sequence: [1401, 1059, 88, 248, 82], Output Word: 88
Input Sequence: [466, 1003, 1406, 88, 248], Output Word: 1069
Input Sequence: [726, 1059, 88, 1102, 1069], Output Word: 948
Input Sequence: [666, 586, 948, 130, 721], Output Word: 554
Input Sequence: [1258, 361, 1120, 599, 633], Output Word: 1521
Input Sequence: [449, 550, 668, 948, 708], Output Word: 1513
Input Sequence: [283, 88, 779, 1069, 1279], Output Word: 178
Input Sequence: [1003, 1406, 88, 464, 1069], Output Word: 170
Input Sequence: [961, 1059, 88, 1428, 550], Output Word: 149
Input Sequence: [472, 345, 1069, 605, 721], Output Word: 243
Input Sequence: [626, 1185, 409, 1096, 88], Output Word: 838
Input Sequence: [52, 551, 62, 88, 1324], Output Word: 1069
Input Sequence: [258, 88, 5, 1069, 1155], Output Word: 1003
Input Sequence: [258, 88, 5, 1069, 948], Output Word: 1155
Input Sequence: [88, 398, 269, 586, 948], Output Word: 568
Input Sequence: [707, 966, 88, 568, 13], Output Word: 1135
Input Sequence: [740, 1107, 502, 88, 830], Output Word: 721
Input Sequence: [948, 555, 506, 728, 1496], Output Word: 106
Input Sequence: [1135, 586, 948, 625, 721], Output Word: 841
Input Sequence: [1330, 948, 555, 1438, 624], Output Word: 586
Input Sequence: [1069, 1036, 654, 372, 1003], Output Word: 1406
Input Sequence: [325, 585, 1258, 212, 179], Output Word: 1521
Input Sequence: [1352, 1069, 315, 52, 551], Output Word: 372
Input Sequence: [1185, 409, 1096, 88, 159], Output Word: 1069
Input Sequence: [88, 12, 1069, 948, 1080], Output Word: 1513
Input Sequence: [555, 1135, 586, 948, 476], Output Word: 721
Input Sequence: [512, 696, 88, 644, 1069], Output Word: 466
Input Sequence: [1104, 300, 88, 600, 1069], Output Word: 948
Input Sequence: [88, 212, 1069, 948, 659], Output Word: 1140
Input Sequence: [88, 679, 922, 1069, 419], Output Word: 1515
Input Sequence: [1135, 586, 1333, 52, 948], Output Word: 476
Input Sequence: [942, 1513, 709, 721, 841], Output Word: 726
Input Sequence: [88, 707, 586, 948, 568], Output Word: 345
Input Sequence: [162, 1069, 948, 1080, 1025], Output Word: 1148
Input Sequence: [1003, 1406, 88, 484, 1069], Output Word: 685
Input Sequence: [1333, 721, 654, 1401, 418], Output Word: 88
Input Sequence: [1069, 1104, 419, 1394, 506], Output Word: 88
Input Sequence: [1069, 419, 1083, 1372, 726], Output Word: 473
Input Sequence: [1096, 88, 942, 1453, 88], Output Word: 248
Input Sequence: [1069, 1104, 726, 711, 654], Output Word: 1096
Input Sequence: [248, 512, 696, 88, 644], Output Word: 1069
Input Sequence: [1452, 1149, 88, 1444, 1069], Output Word: 1512
Input Sequence: [1357, 1304, 419, 893, 640], Output Word: 87
Input Sequence: [347, 1069, 1103, 721, 1071], Output Word: 586
Input Sequence: [212, 1069, 602, 1140, 419], Output Word: 540
Input Sequence: [212, 1069, 1276, 419, 747], Output Word: 1069
Input Sequence: [1128, 666, 586, 1333, 721], Output Word: 974
Input Sequence: [1104, 1284, 88, 789, 1069], Output Word: 36
Input Sequence: [209, 721, 841, 726, 1059], Output Word: 88
Input Sequence: [1003, 1406, 88, 1352, 1069], Output Word: 1452
Input Sequence: [308, 52, 551, 1061, 721], Output Word: 280
Input Sequence: [1139, 1003, 1406, 170, 361], Output Word: 52
Input Sequence: [537, 971, 334, 999, 1111], Output Word: 88
Input Sequence: [88, 212, 1069, 1156, 1513], Output Word: 1514
Input Sequence: [1117, 696, 88, 560, 1069], Output Word: 719
Input Sequence: [971, 1148, 1377, 1143, 88], Output Word: 1324
Input Sequence: [748, 1096, 88, 1324, 1069], Output Word: 1279
Input Sequence: [1096, 79, 117, 484, 1338], Output Word: 59
Input Sequence: [588, 721, 841, 1113, 1059], Output Word: 88
Input Sequence: [1059, 88, 75, 626, 106], Output Word: 948
Input Sequence: [88, 903, 1069, 1279, 555], Output Word: 1258
Input Sequence: [223, 948, 659, 1521, 960], Output Word: 1438
Input Sequence: [726, 651, 709, 586, 51], Output Word: 1003
Input Sequence: [948, 665, 721, 841, 726], Output Word: 1059
Input Sequence: [1411, 45, 1069, 56, 258], Output Word: 419
Input Sequence: [868, 1069, 315, 1003, 1406], Output Word: 88
Input Sequence: [418, 88, 779, 1096, 1505], Output Word: 291
Input Sequence: [948, 1080, 1513, 961, 52], Output Word: 726
Input Sequence: [1135, 586, 1333, 721, 948], Output Word: 461
Input Sequence: [234, 696, 1279, 602, 651], Output Word: 419
Input Sequence: [948, 960, 721, 841, 726], Output Word: 1059
Input Sequence: [92, 1461, 52, 88, 561], Output Word: 731
Input Sequence: [1195, 345, 258, 419, 97], Output Word: 52
Input Sequence: [586, 170, 1436, 526, 1135], Output Word: 586
Input Sequence: [912, 1069, 602, 490, 1111], Output Word: 419
Input Sequence: [52, 726, 1457, 170, 1096], Output Word: 88
Input Sequence: [258, 419, 330, 1069, 182], Output Word: 52
Input Sequence: [88, 1436, 526, 1069, 170], Output Word: 238
Input Sequence: [948, 1049, 721, 841, 726], Output Word: 1059
Input Sequence: [410, 238, 948, 850, 1059], Output Word: 88
Input Sequence: [1059, 88, 275, 550, 339], Output Word: 88
Input Sequence: [52, 726, 761, 88, 684], Output Word: 1096
Input Sequence: [88, 626, 1185, 610, 208], Output Word: 1496
Input Sequence: [88, 712, 52, 1, 410], Output Word: 1135
Input Sequence: [139, 1258, 1431, 258, 88], Output Word: 5
Input Sequence: [1324, 1069, 948, 170, 1003], Output Word: 1406
Input Sequence: [52, 88, 942, 1135, 586], Output Word: 1333
Input Sequence: [1003, 1406, 88, 248, 1069], Output Word: 476
Input Sequence: [1059, 88, 626, 1185, 948], Output Word: 1005
Input Sequence: [88, 169, 1069, 1424, 1031], Output Word: 88
Input Sequence: [1406, 88, 361, 1069, 521], Output Word: 971
Input Sequence: [948, 1107, 1096, 1059, 88], Output Word: 626
Input Sequence: [461, 52, 726, 258, 88], Output Word: 5
Input Sequence: [372, 88, 1311, 1069, 948], Output Word: 659
Input Sequence: [1069, 948, 659, 1140, 726], Output Word: 1521
Input Sequence: [683, 893, 1252, 88, 922], Output Word: 1069
Input Sequence: [948, 1415, 52, 726, 120], Output Word: 88
Input Sequence: [155, 258, 1513, 665, 721], Output Word: 841
Input Sequence: [524, 1069, 948, 413, 1498], Output Word: 1148
Input Sequence: [273, 1496, 106, 948, 1085], Output Word: 721
Input Sequence: [419, 449, 528, 88, 1139], Output Word: 52
Input Sequence: [948, 1377, 1003, 1406, 88], Output Word: 248
Input Sequence: [268, 1401, 1059, 88, 626], Output Word: 1015
Input Sequence: [1148, 707, 278, 885, 62], Output Word: 419
Input Sequence: [726, 711, 1096, 88, 1295], Output Word: 1069
Input Sequence: [1135, 586, 1333, 721, 948], Output Word: 779
Input Sequence: [397, 1003, 1406, 88, 212], Output Word: 1069
Input Sequence: [1059, 419, 272, 1069, 900], Output Word: 721
Input Sequence: [586, 88, 857, 1069, 170], Output Word: 308
Input Sequence: [1258, 1099, 258, 854, 1521], Output Word: 88
Input Sequence: [719, 1156, 841, 726, 1059], Output Word: 419
Input Sequence: [1003, 1406, 88, 484, 1069], Output Word: 709
Input Sequence: [1096, 88, 390, 1069, 88], Output Word: 1107
Input Sequence: [170, 721, 841, 726, 954], Output Word: 1406
Input Sequence: [409, 106, 88, 708, 1069], Output Word: 1445
Input Sequence: [1003, 1406, 88, 224, 1069], Output Word: 948
Input Sequence: [1069, 948, 178, 1003, 1406], Output Word: 88
Input Sequence: [721, 1427, 269, 586, 1276], Output Word: 1069
Input Sequence: [243, 1003, 1406, 88, 212], Output Word: 1069
Input Sequence: [717, 974, 940, 106, 88], Output Word: 454
Input Sequence: [896, 62, 88, 212, 1069], Output Word: 948
Input Sequence: [464, 482, 1521, 233, 1069], Output Word: 961
Input Sequence: [671, 733, 1360, 372, 88], Output Word: 535
Input Sequence: [397, 1003, 1406, 88, 248], Output Word: 1069
Input Sequence: [605, 1513, 461, 52, 726], Output Word: 370
Input Sequence: [1203, 88, 612, 1069, 948], Output Word: 397
Input Sequence: [721, 45, 1069, 850, 1258], Output Word: 212
Input Sequence: [1352, 1286, 88, 413, 1069], Output Word: 1452
Input Sequence: [1104, 348, 88, 571, 721], Output Word: 63
Input Sequence: [1244, 671, 733, 1063, 372], Output Word: 88
Input Sequence: [539, 1069, 419, 1192, 122], Output Word: 726
Input Sequence: [604, 95, 88, 612, 1069], Output Word: 1452
Input Sequence: [733, 274, 761, 88, 224], Output Word: 1069
Input Sequence: [88, 835, 1096, 1376, 419], Output Word: 1469
Input Sequence: [1069, 476, 1135, 586, 1333], Output Word: 52
Input Sequence: [707, 1457, 419, 84, 222], Output Word: 917
Input Sequence: [228, 1514, 1096, 1198, 30], Output Word: 566
Input Sequence: [1069, 948, 659, 1140, 1332], Output Word: 1069
Input Sequence: [258, 363, 830, 363, 830], Output Word: 52
Input Sequence: [88, 1082, 345, 971, 961], Output Word: 850
Input Sequence: [721, 841, 726, 1503, 419], Output Word: 248
Input Sequence: [712, 52, 1, 318, 1135], Output Word: 586
Input Sequence: [1452, 721, 1059, 419, 449], Output Word: 1069
Input Sequence: [885, 418, 88, 837, 1096], Output Word: 447
Input Sequence: [1406, 88, 248, 1069, 315], Output Word: 52
Input Sequence: [283, 88, 146, 1069, 1279], Output Word: 1156
Input Sequence: [659, 1003, 1406, 88, 1352], Output Word: 1069
Input Sequence: [483, 1069, 654, 1003, 1406], Output Word: 170
Input Sequence: [88, 212, 1069, 1156, 688], Output Word: 419
Input Sequence: [88, 819, 1069, 278, 885], Output Word: 418
Input Sequence: [762, 1496, 106, 948, 461], Output Word: 721
Input Sequence: [726, 1059, 88, 1257, 290], Output Word: 1069
Input Sequence: [1107, 52, 551, 507, 1521], Output Word: 948
Input Sequence: [1135, 586, 1333, 721, 948], Output Word: 209
Input Sequence: [1102, 1069, 293, 779, 1513], Output Word: 461
Input Sequence: [248, 1069, 461, 721, 841], Output Word: 726
Input Sequence: [885, 841, 948, 850, 1059], Output Word: 88
Input Sequence: [1111, 88, 309, 1069, 1279], Output Word: 1156
Input Sequence: [88, 1126, 1069, 521, 1258], Output Word: 272
Input Sequence: [1401, 1059, 419, 1185, 269], Output Word: 52
Input Sequence: [1333, 721, 654, 1401, 1059], Output Word: 88
Input Sequence: [52, 654, 372, 803, 1069], Output Word: 1260
Input Sequence: [850, 472, 305, 550, 1269], Output Word: 1071
Input Sequence: [912, 1069, 602, 490, 1111], Output Word: 363
Input Sequence: [419, 994, 464, 482, 1521], Output Word: 88
Input Sequence: [1521, 88, 1431, 1069, 1279], Output Word: 397
Input Sequence: [1333, 721, 1245, 948, 602], Output Word: 1472
Input Sequence: [1513, 461, 721, 370, 607], Output Word: 88
Input Sequence: [88, 390, 1096, 545, 1111], Output Word: 432
Input Sequence: [948, 562, 1513, 960, 721], Output Word: 841
Input Sequence: [258, 88, 5, 1069, 1155], Output Word: 1513
Input Sequence: [1049, 721, 841, 726, 1059], Output Word: 88
Input Sequence: [88, 1308, 1069, 318, 52], Output Word: 726
Input Sequence: [586, 1333, 721, 948, 461], Output Word: 1401
Input Sequence: [229, 979, 252, 1504, 1196], Output Word: 1021
Input Sequence: [1069, 948, 1080, 1440, 272], Output Word: 1496
Input Sequence: [948, 1080, 1025, 1148, 707], Output Word: 278
Input Sequence: [647, 624, 1453, 88, 248], Output Word: 1069
Input Sequence: [679, 1152, 1069, 1279, 602], Output Word: 721
Input Sequence: [464, 1390, 233, 1069, 850], Output Word: 721
Input Sequence: [409, 1096, 648, 88, 1465], Output Word: 0
Input Sequence: [837, 1069, 88, 1013, 721], Output Word: 841
Input Sequence: [696, 961, 721, 1071, 986], Output Word: 106
Input Sequence: [1069, 504, 103, 419, 853], Output Word: 1129
Input Sequence: [854, 1521, 88, 1164, 1069], Output Word: 1452
Input Sequence: [1069, 504, 670, 419, 571], Output Word: 721
Input Sequence: [461, 721, 1070, 1195, 345], Output Word: 419
Input Sequence: [1069, 948, 397, 1513, 270], Output Word: 721
Input Sequence: [313, 721, 492, 419, 1081], Output Word: 1428
Input Sequence: [586, 948, 525, 721, 841], Output Word: 726
Input Sequence: [961, 721, 841, 726, 1059], Output Word: 88
Input Sequence: [1258, 484, 359, 1500, 599], Output Word: 678
Input Sequence: [1276, 1069, 1098, 1438, 960], Output Word: 586
Input Sequence: [1507, 372, 88, 1233, 1069], Output Word: 1305
Input Sequence: [948, 1185, 269, 1003, 1406], Output Word: 88
Input Sequence: [88, 484, 1069, 170, 607], Output Word: 586
Input Sequence: [170, 1003, 1406, 88, 212], Output Word: 1069
Input Sequence: [365, 612, 1069, 416, 945], Output Word: 654
Input Sequence: [550, 723, 585, 1051, 1096], Output Word: 170
Input Sequence: [660, 88, 154, 1258, 560], Output Word: 419
Input Sequence: [948, 1107, 551, 761, 88], Output Word: 794
Input Sequence: [1348, 1130, 971, 259, 721], Output Word: 1475
Input Sequence: [88, 1161, 1069, 278, 885], Output Word: 418
Input Sequence: [1265, 721, 1244, 1258, 1379], Output Word: 637
Input Sequence: [461, 1140, 1332, 1069, 896], Output Word: 52
Input Sequence: [361, 1258, 27, 258, 419], Output Word: 67
Input Sequence: [179, 106, 88, 212, 1069], Output Word: 1276
Input Sequence: [951, 1069, 1333, 1411, 98], Output Word: 654
Input Sequence: [88, 118, 12, 1069, 948], Output Word: 178
Input Sequence: [1069, 1195, 139, 721, 1005], Output Word: 238
Input Sequence: [106, 948, 170, 555, 666], Output Word: 586
Input Sequence: [170, 361, 250, 612, 1069], Output Word: 961
Input Sequence: [1069, 504, 1453, 1490, 52], Output Word: 726
Input Sequence: [1498, 896, 62, 88, 212], Output Word: 1069
Input Sequence: [654, 1406, 88, 1373, 1135], Output Word: 586
Input Sequence: [25, 1069, 1160, 1185, 409], Output Word: 1406
Input Sequence: [711, 654, 1096, 84, 685], Output Word: 1513
Input Sequence: [721, 841, 726, 1059, 88], Output Word: 548
Input Sequence: [269, 106, 830, 721, 1158], Output Word: 220
Input Sequence: [476, 52, 726, 258, 88], Output Word: 1308
Input Sequence: [1111, 432, 1453, 88, 1379], Output Word: 1069
Input Sequence: [1333, 721, 948, 960, 1401], Output Word: 1059
Input Sequence: [948, 270, 1401, 1059, 88], Output Word: 684
Input Sequence: [416, 1411, 602, 412, 120], Output Word: 88
Input Sequence: [1401, 1059, 88, 248, 82], Output Word: 88
Input Sequence: [409, 1258, 555, 258, 419], Output Word: 527
Input Sequence: [1135, 586, 1333, 721, 654], Output Word: 1401
Input Sequence: [637, 88, 483, 1069, 654], Output Word: 1003
Input Sequence: [258, 419, 1218, 1069, 269], Output Word: 586
Input Sequence: [974, 947, 550, 507, 1406], Output Word: 1276
Input Sequence: [721, 219, 88, 8, 837], Output Word: 1339
Input Sequence: [1437, 721, 961, 1003, 1406], Output Word: 88
Input Sequence: [685, 465, 409, 1096, 648], Output Word: 88
Input Sequence: [1258, 212, 179, 1521, 88], Output Word: 912
Input Sequence: [942, 1003, 1406, 88, 484], Output Word: 1069
Input Sequence: [1069, 1452, 1109, 142, 1111], Output Word: 88
Input Sequence: [1453, 88, 484, 1069, 685], Output Word: 52
Input Sequence: [1128, 721, 315, 1258, 1352], Output Word: 1286
Input Sequence: [88, 51, 138, 586, 1082], Output Word: 345
Input Sequence: [233, 1069, 961, 721, 588], Output Word: 1003
Input Sequence: [1069, 1512, 441, 889, 721], Output Word: 273
Input Sequence: [106, 948, 20, 721, 841], Output Word: 726
Input Sequence: [1155, 1513, 779, 721, 841], Output Word: 726
Input Sequence: [1071, 52, 726, 258, 88], Output Word: 548
Input Sequence: [1411, 45, 1069, 461, 258], Output Word: 419
Input Sequence: [721, 841, 726, 1345, 948], Output Word: 555
Input Sequence: [532, 770, 666, 586, 948], Output Word: 961
Input Sequence: [1306, 586, 170, 308, 1438], Output Word: 624
Input Sequence: [88, 577, 1096, 419, 676], Output Word: 1107
Input Sequence: [1437, 721, 602, 1258, 1357], Output Word: 372
Input Sequence: [586, 948, 521, 52, 726], Output Word: 258
Input Sequence: [1333, 721, 1059, 419, 347], Output Word: 1069
Input Sequence: [671, 733, 713, 372, 88], Output Word: 1375
Input Sequence: [248, 1069, 1452, 971, 779], Output Word: 721
Input Sequence: [1139, 229, 1395, 1350, 344], Output Word: 1096
Input Sequence: [738, 602, 418, 891, 448], Output Word: 229
Input Sequence: [1096, 1120, 1003, 1406, 88], Output Word: 212
Input Sequence: [1069, 585, 1390, 419, 464], Output Word: 1069
Input Sequence: [1515, 1107, 502, 88, 830], Output Word: 550
Input Sequence: [550, 646, 1279, 265, 555], Output Word: 1258
Input Sequence: [369, 1294, 721, 1486, 1031], Output Word: 88
Input Sequence: [550, 462, 654, 1298, 238], Output Word: 948
Input Sequence: [1069, 170, 721, 841, 948], Output Word: 1107
Input Sequence: [879, 88, 868, 1069, 419], Output Word: 1158
Input Sequence: [269, 770, 721, 841, 726], Output Word: 420
Input Sequence: [472, 419, 650, 1408, 52], Output Word: 1357
Input Sequence: [486, 229, 979, 252, 1504], Output Word: 1196
Input Sequence: [726, 258, 88, 755, 1069], Output Word: 907
Input Sequence: [1096, 88, 1033, 390, 1069], Output Word: 88
Input Sequence: [1504, 1196, 1021, 1096, 279], Output Word: 1334
Input Sequence: [948, 625, 721, 841, 726], Output Word: 1059
Input Sequence: [726, 490, 948, 942, 1003], Output Word: 1406
Input Sequence: [1513, 270, 721, 418, 819], Output Word: 586
Input Sequence: [1178, 1069, 88, 1417, 1453], Output Word: 88
Input Sequence: [841, 726, 1059, 88, 1428], Output Word: 550
Input Sequence: [1406, 88, 560, 52, 726], Output Word: 1275
Input Sequence: [1513, 313, 721, 1245, 1127], Output Word: 726
Input Sequence: [363, 860, 1324, 1258, 248], Output Word: 512
Input Sequence: [1130, 1195, 591, 1379, 868], Output Word: 1069
Input Sequence: [1411, 345, 1069, 657, 258], Output Word: 419
Input Sequence: [482, 1521, 1265, 1003, 1406], Output Word: 88
Input Sequence: [217, 88, 708, 1069, 1238], Output Word: 1438
Input Sequence: [161, 20, 586, 88, 272], Output Word: 1069
Input Sequence: [1178, 1258, 1352, 1472, 1521], Output Word: 88
Input Sequence: [948, 665, 721, 841, 726], Output Word: 1059
Input Sequence: [726, 258, 88, 5, 1069], Output Word: 1155
Input Sequence: [419, 1428, 1069, 369, 1135], Output Word: 586
Input Sequence: [1258, 248, 224, 1521, 88], Output Word: 679
Input Sequence: [461, 472, 419, 1306, 52], Output Word: 896
Input Sequence: [1059, 88, 1039, 550, 390], Output Word: 948
Input Sequence: [1338, 1454, 727, 1316, 1338], Output Word: 361
Input Sequence: [524, 1069, 419, 963, 146], Output Word: 1135
Input Sequence: [1059, 88, 248, 550, 786], Output Word: 586
Input Sequence: [1279, 931, 1107, 1258, 1352], Output Word: 1472
Input Sequence: [1069, 1279, 112, 292, 113], Output Word: 409
Input Sequence: [800, 586, 88, 1082, 709], Output Word: 1069
Input Sequence: [27, 258, 419, 1046, 1069], Output Word: 88
Input Sequence: [272, 1069, 461, 52, 726], Output Word: 48
Input Sequence: [654, 372, 803, 1069, 1260], Output Word: 1378
Input Sequence: [636, 258, 419, 1007, 1069], Output Word: 88
Input Sequence: [948, 625, 721, 841, 726], Output Word: 1059
Input Sequence: [88, 308, 1069, 170, 898], Output Word: 88
Input Sequence: [721, 841, 726, 1059, 88], Output Word: 707
Input Sequence: [88, 942, 1513, 709, 721], Output Word: 841
Input Sequence: [948, 1107, 1135, 586, 948], Output Word: 1452
Input Sequence: [1379, 1069, 1085, 52, 551], Output Word: 372
Input Sequence: [694, 1513, 209, 721, 841], Output Word: 726
Input Sequence: [586, 1333, 721, 948, 779], Output Word: 1401
Input Sequence: [1069, 1279, 555, 1258, 1244], Output Word: 387
Input Sequence: [319, 586, 88, 743, 721], Output Word: 932
Input Sequence: [88, 464, 550, 1193, 948], Output Word: 908
Input Sequence: [464, 1069, 170, 1467, 233], Output Word: 1069
Input Sequence: [625, 1059, 88, 297, 550], Output Word: 1345
Input Sequence: [721, 1059, 419, 449, 1069], Output Word: 269
Input Sequence: [88, 612, 1069, 948, 602], Output Word: 1453
Input Sequence: [586, 1333, 721, 1206, 1238], Output Word: 1096
Input Sequence: [88, 942, 1025, 88, 1234], Output Word: 23
Input Sequence: [602, 1323, 505, 1031, 88], Output Word: 1107
Input Sequence: [1258, 361, 1485, 11, 88], Output Word: 623
Input Sequence: [1399, 948, 907, 835, 1513], Output Word: 709
Input Sequence: [233, 1069, 850, 721, 1071], Output Word: 1111
Input Sequence: [1069, 315, 721, 841, 948], Output Word: 178
Input Sequence: [586, 1333, 419, 654, 372], Output Word: 419
Input Sequence: [524, 258, 917, 1521, 88], Output Word: 413
Input Sequence: [726, 258, 88, 548, 1069], Output Word: 419
Input Sequence: [372, 1500, 599, 893, 1269], Output Word: 850
Input Sequence: [1332, 393, 88, 1353, 1069], Output Word: 562
Input Sequence: [248, 1069, 476, 721, 841], Output Word: 726
Input Sequence: [948, 1160, 721, 640, 726], Output Word: 419
Input Sequence: [1059, 88, 269, 550, 420], Output Word: 948
Input Sequence: [246, 544, 88, 1348, 805], Output Word: 770
Input Sequence: [1069, 948, 170, 1453, 88], Output Word: 390
Input Sequence: [52, 88, 1080, 1453, 88], Output Word: 390
Input Sequence: [1258, 1324, 258, 1385, 696], Output Word: 88
Input Sequence: [948, 1191, 52, 551, 761], Output Word: 88
Input Sequence: [651, 419, 1204, 721, 723], Output Word: 555
Input Sequence: [234, 696, 88, 644, 1069], Output Word: 461
Input Sequence: [948, 1049, 1401, 1059, 88], Output Word: 272
Input Sequence: [1498, 88, 375, 1069, 318], Output Word: 322
Input Sequence: [521, 721, 841, 948, 846], Output Word: 359
Input Sequence: [1498, 1148, 273, 1150, 609], Output Word: 1096
Input Sequence: [841, 726, 1059, 88, 684], Output Word: 1096
Input Sequence: [586, 1333, 721, 654, 1401], Output Word: 1059
Input Sequence: [717, 564, 88, 402, 1438], Output Word: 624
Input Sequence: [269, 1069, 1279, 36, 1160], Output Word: 1258
Input Sequence: [419, 84, 74, 688, 726], Output Word: 241
Input Sequence: [1453, 948, 1067, 52, 726], Output Word: 258
Input Sequence: [291, 1199, 1135, 586, 1333], Output Word: 721
Input Sequence: [1406, 88, 1431, 1069, 1265], Output Word: 841
Input Sequence: [671, 733, 921, 372, 88], Output Word: 406
Input Sequence: [550, 426, 680, 1107, 1513], Output Word: 960
Input Sequence: [562, 701, 586, 88, 345], Output Word: 1367
Input Sequence: [82, 88, 1431, 1069, 1156], Output Word: 1258
Input Sequence: [721, 702, 419, 67, 1096], Output Word: 1012
Input Sequence: [948, 36, 779, 721, 798], Output Word: 1406
Input Sequence: [741, 1281, 1258, 248, 234], Output Word: 696
Input Sequence: [586, 1195, 1124, 893, 1323], Output Word: 1258
Input Sequence: [212, 1069, 585, 1390, 233], Output Word: 550
Input Sequence: [419, 212, 179, 1521, 88], Output Word: 1409
Input Sequence: [1333, 721, 948, 625, 1401], Output Word: 1059
Input Sequence: [1069, 315, 52, 551, 372], Output Word: 88
Input Sequence: [948, 1452, 1401, 1059, 88], Output Word: 118
Input Sequence: [718, 602, 372, 412, 721], Output Word: 486
Input Sequence: [1277, 1287, 1411, 1207, 1069], Output Word: 66
Input Sequence: [948, 1040, 238, 948, 1363], Output Word: 1059
Input Sequence: [345, 1069, 605, 1003, 1406], Output Word: 88
Input Sequence: [1069, 170, 1357, 1003, 1406], Output Word: 88
Input Sequence: [248, 1031, 1130, 1195, 707], Output Word: 258
Input Sequence: [550, 646, 1279, 265, 555], Output Word: 1258
Input Sequence: [586, 1195, 1124, 1003, 1406], Output Word: 88
Input Sequence: [88, 524, 1069, 948, 413], Output Word: 1498
Input Sequence: [372, 88, 1484, 1069, 948], Output Word: 659
Input Sequence: [258, 512, 1069, 88, 345], Output Word: 550
Input Sequence: [1406, 88, 988, 721, 370], Output Word: 1069
Input Sequence: [1276, 1135, 586, 1333, 721], Output Word: 948
Input Sequence: [179, 106, 88, 212, 1069], Output Word: 1156
Input Sequence: [582, 1069, 461, 721, 1117], Output Word: 1521
Input Sequence: [948, 570, 721, 841, 726], Output Word: 1059
Input Sequence: [1185, 654, 1406, 88, 1373], Output Word: 1135
Input Sequence: [504, 721, 1435, 1411, 345], Output Word: 1069
Input Sequence: [1406, 88, 1352, 1069, 1160], Output Word: 1176
Input Sequence: [1069, 461, 1258, 464, 1402], Output Word: 1521
Input Sequence: [348, 88, 464, 1069, 948], Output Word: 907
Input Sequence: [22, 721, 1512, 441, 1195], Output Word: 188
Input Sequence: [666, 586, 1333, 721, 1059], Output Word: 88
Input Sequence: [850, 1003, 1406, 88, 1379], Output Word: 1069
Input Sequence: [88, 846, 1069, 1148, 345], Output Word: 939
Input Sequence: [1276, 1481, 1411, 45, 1069], Output Word: 850
Input Sequence: [146, 1148, 524, 496, 696], Output Word: 88
Input Sequence: [701, 345, 939, 106, 948], Output Word: 665
Input Sequence: [1038, 1338, 837, 258, 147], Output Word: 1130
Input Sequence: [948, 1452, 721, 841, 726], Output Word: 1059
Input Sequence: [308, 52, 551, 372, 88], Output Word: 755
